activityId;workerId;date;companyName;establishmentName;numberOfRuptures;numberProductsOutStorage;numberProductsOutShelf;rateRuptures;rateOutStorage;mixSize;duration;numberOfPictures;averageRating;marker
ObjectId(5d6d5d91913eac00024b89b9);5ce92798b9a0660034752df0;03/09/2019;COCA-COLA FEMSA;Max Atacadista - Araucária;176;181;205;0.56;0.58;314;63.0;54;1;1
ObjectId(5d7144ecc6651d0002cc8fe1);5d1574b198473f0002f113bc;08/09/2019;COCA-COLA FEMSA;Condor - Araucária - BR;138;231;153;0.44;0.74;314;164.0;54;1;1
ObjectId(5d729062da9d820002c92a15);5cdb56e4b3429500346a8ec9;09/09/2019;COCA-COLA FEMSA;Super Boni - Pinhais;164;268;165;0.52;0.85;314;177.0;66;2;1
ObjectId(5d769d918d8a1c0002980f35);5d1261293186bb0002e229e8;10/09/2019;COCA-COLA FEMSA;Condor - Campo Largo - Centro;152;206;174;0.48;0.66;314;257.0;79;2;1
ObjectId(5d769d928d8a1c0002980f66);5d1261293186bb0002e229e8;11/09/2019;COCA-COLA FEMSA;Condor - Campo Largo - Centro;100;184;121;0.32;0.59;314;328.0;82;2;1
ObjectId(5d76b1919a0c5d0002e59967);5ce92798b9a0660034752df0;10/09/2019;COCA-COLA FEMSA;Max atacadista - Fazenda Rio Grande - Santa Terezinha;200;244;209;0.64;0.78;314;188.0;60;2;1
ObjectId(5d83704e6f13ae00024eecc6);5ce92798b9a0660034752df0;21/09/2019;COCA-COLA FEMSA;Condor - Campo Largo - Centro;141;224;152;0.45;0.71;314;146.0;20;2;1
ObjectId(5d88daba4e4554000294b141);5ce92798b9a0660034752df0;24/09/2019;COCA-COLA FEMSA;Condor - Campo Largo - Centro;136;227;157;0.43;0.72;314;110.0;20;1;1
ObjectId(5d8e5e9a41680d000248023f);5d62abd08e65c200021be3ef;29/09/2019;COCA-COLA FEMSA;Condor - Curitiba - Marechal;56;124;62;0.18;0.39;314;250.0;88;2;1
ObjectId(5d8e6501bf2b2400028eac91);5d6487a2a748b40002bd3247;28/09/2019;COCA-COLA FEMSA;Super Boni - Pinhais;52;120;83;0.17;0.38;314;87.0;96;1;1
ObjectId(5d949458a3e097000223b285);5d28e7901313480002c6bb94;03/10/2019;COCA-COLA FEMSA;Big - Curitiba - Portão;0;0;0;0.0;0.0;314;110.0;56;1;1
ObjectId(5d9de77ca121120002e4c968);5d1574b198473f0002f113bc;10/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;314;117.0;20;2;1
ObjectId(5da0c6a8cd71c60002311486);5ce92798b9a0660034752df0;15/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Pinheirinho;0;0;0;0.0;0.0;314;93.0;20;2;1
ObjectId(5da0c6d3cd71c600023114a2);5d2f7b7370eaf40002ed41f9;17/10/2019;COCA-COLA FEMSA;Big - Curitiba - Portão;0;0;0;0.0;0.0;314;13.0;20;1;1
ObjectId(5da79346c1a3ac0002ba35d5);5ce92798b9a0660034752df0;17/10/2019;COCA-COLA FEMSA;Big - Curitiba - Av. das Torres;0;0;0;0.0;0.0;314;13.0;20;2;1
ObjectId(5da79347c1a3ac0002ba35da);5d1574b198473f0002f113bc;18/10/2019;COCA-COLA FEMSA;Big - Curitiba - Av. das Torres;0;0;0;0.0;0.0;314;67.0;24;2;1
ObjectId(5da793c707816e0002175e73);5d5592f1908c800002a39c3f;22/10/2019;COCA-COLA FEMSA;Big - Curitiba - Santa Felicidade;0;0;0;0.0;0.0;314;49.0;20;2;1
ObjectId(5da8b50e58bfbc00027ed014);5da4e04a1df65e0002395f4f;21/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Cristo Rei;134;214;142;0.43;0.68;314;172.0;40;2;1
ObjectId(5dae8273d0e3f20002fe69d9);5d1574b198473f0002f113bc;22/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Sítio Cercado;181;269;192;0.58;0.86;314;193.0;68;2;1
ObjectId(5dae8274d0e3f20002fe69de);5d7d8911f35a310002363dc4;22/10/2019;COCA-COLA FEMSA;Condor - Fazenda Rio Grande;1;76;2;0.0;0.24;314;264.0;100;1;1
ObjectId(5daf3ee8ae11810002052139);5ce92798b9a0660034752df0;25/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Cristo Rei;0;0;0;0.0;0.0;314;70.0;20;2;1
ObjectId(5daf3ee920132f0002805ba1);5d4ca3dd8584f200027201be;26/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Cristo Rei;0;0;0;0.0;0.0;314;56.0;20;1;1
ObjectId(5db1e7d83f2ce40002ed26cc);5d4ca3dd8584f200027201be;25/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;314;75.0;18;1;1
ObjectId(5db1e7d9671d61000237de47);5d7a4828d1f0070002500813;25/10/2019;COCA-COLA FEMSA;Condor - Fazenda Rio Grande;0;0;0;0.0;0.0;314;53.0;20;2;1
ObjectId(5db1e86ab3b3bb000241dfa0);5d8febfba5138d0002979572;26/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Wenceslau Braz;0;0;0;0.0;0.0;314;203.0;20;1;1
ObjectId(5db1e86ae804de00029c6e81);5d7ad8c943ae200002cbc807;26/10/2019;COCA-COLA FEMSA;Condor - Fazenda Rio Grande;0;0;0;0.0;0.0;314;104.0;20;2;1
ObjectId(5db1e8f28a45840002f61c10);5d62abd08e65c200021be3ef;27/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Marechal;0;0;0;0.0;0.0;314;62.0;22;2;1
ObjectId(5db1e8f28a45840002f61c24);5cebf53fb9a06600347977bd;27/10/2019;COCA-COLA FEMSA;Condor - Pinhais - Av. Iraí;0;0;0;0.0;0.0;314;95.0;20;2;1
ObjectId(5db1e8f2e804de00029c6e9a);5d62abd08e65c200021be3ef;27/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Torres;0;0;0;0.0;0.0;314;56.0;20;2;1
ObjectId(5db1e8f32e09270002073f10);5d4ae483935024000249ed28;27/10/2019;COCA-COLA FEMSA;Condor - São José dos Pinhais - Centro;0;0;0;0.0;0.0;314;91.0;20;2;1
ObjectId(5db1e8f38a45840002f61c29);5ce92798b9a0660034752df0;27/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Pinheirinho;0;0;0;0.0;0.0;314;103.0;22;2;1
ObjectId(5db1e8f3e804de00029c6ea2);5d4ca3dd8584f200027201be;27/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;314;260.0;23;2;1
ObjectId(5db21087dc45710002196f30);5d7ad8c943ae200002cbc807;25/10/2019;COCA-COLA FEMSA;Big - Curitiba - Santa Felicidade;0;0;50;0.0;0.0;314;103.0;24;2;1
ObjectId(5db2108bdc45710002196f3a);5d7ad8c943ae200002cbc807;26/10/2019;COCA-COLA FEMSA;Big - Curitiba - Santa Felicidade;0;0;0;0.0;0.0;314;57.0;19;2;1
ObjectId(5db21401dc4571000219716f);5d62abd08e65c200021be3ef;30/10/2019;COCA-COLA FEMSA;Big - Curitiba - Av. das Torres;0;0;0;0.0;0.0;314;119.0;20;2;1
ObjectId(5db21407dc4571000219717e);5d28e7901313480002c6bb94;26/10/2019;COCA-COLA FEMSA;Big - Curitiba - Av. das Torres;0;0;0;0.0;0.0;314;78.0;20;2;1
ObjectId(5db747e0efd9eb00022548d6);5da86820f83c3300028dd090;30/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;314;288.0;22;1;1
ObjectId(5db747e1efd9eb00022548de);5d7d87d6f35a310002363d77;31/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;314;122.0;20;1;1
ObjectId(5db898440bfea400024f2b14);5da4e04a1df65e0002395f4f;30/10/2019;COCA-COLA FEMSA;Condor - Curitiba - Cristo Rei;0;0;0;0.0;0.0;314;163.0;40;2;1
ObjectId(5dbc8321ac0d610002eaafd9);5db517e158b2540002dc74f2;03/11/2019;COCA-COLA FEMSA;Condor - Curitiba - Derosso;0;0;0;0.0;0.0;314;47.0;20;2;1
ObjectId(5dc1b58accf32d0002fc5dfb);5db977134cd67d0002bba83b;08/11/2019;COCA-COLA FEMSA;Max Atacadista - Pinhais - Centro;0;0;0;0.0;0.0;314;21.0;32;1;1
ObjectId(5dd207a8f1ca4700028e4bb9);5d1b4c5886c7bb0002d46563;21/11/2019;COCA-COLA FEMSA;TodoDia - Araucária;0;0;0;0.0;0.0;314;9.0;14;1;1
ObjectId(5dd3f8f040042900558845c1);5d0983ec6045c10002f8d5f6;19/11/2019;COCA-COLA FEMSA;Condor -  Campo Largo - Loteamento São José;0;0;0;0.0;0.0;314;88.0;14;1;1
ObjectId(5dd3fdb49eb9a10043a306cf);5dac8debabdc4d00022b52fb;20/11/2019;COCA-COLA FEMSA;Condor - Fazenda Rio Grande;0;0;0;0.0;0.0;314;247.0;26;1;1
ObjectId(5dd3fdb79eb9a10043a306d4);5dac8debabdc4d00022b52fb;21/11/2019;COCA-COLA FEMSA;Condor - Fazenda Rio Grande;0;0;0;0.0;0.0;314;200.0;24;1;1
ObjectId(5dd6d4bdb975050002aae606);5dc8bc4b1d748d00029a51cb;25/11/2019;COCA-COLA FEMSA;Condor - Curitiba - Cristo Rei;0;0;0;0.0;0.0;314;158.0;20;2;1
ObjectId(5dd7e8e9cabec70002599a47);5bda49454378d99c28e4e1b6;27/11/2019;COCA-COLA FEMSA;Mercadorama - Curitiba - General Osório;0;166;0;0.0;0.53;314;214.0;30;2;1
ObjectId(5dd7ea356b835e000224e68a);5d4752559842d60002d9641d;23/11/2019;COCA-COLA FEMSA;Condor - Curitiba - Ahú;0;0;0;0.0;0.0;314;135.0;28;2;1
ObjectId(5dd81b5518fa290002a38247);5db4db0e58b2540002dc6791;24/11/2019;COCA-COLA FEMSA;Max Atacadista - Araucária;0;0;0;0.0;0.0;314;234.0;24;1;1
ObjectId(5ddd6db5efca060002180459);5dc8bc4b1d748d00029a51cb;29/11/2019;COCA-COLA FEMSA;Condor - Curitiba - Boa Vista;0;0;0;0.0;0.0;314;208.0;34;1;1
ObjectId(5dec6e4872539f00027630e7);5dd07e89596a5300027525f6;15/12/2019;COCA-COLA FEMSA;TodoDia - Araucária;0;0;0;0.0;0.0;314;61.0;14;2;1
ObjectId(5df0e2e5c8ac6c0002419928);5ddbc93fa0858200020cc22b;12/12/2019;COCA-COLA FEMSA;Mercadorama - Curitiba - Bacacheri;0;0;0;0.0;0.0;314;39.0;18;1;1
ObjectId(5e0e316edffb4e000288ee03);5df0f157585efe000206b2ef;05/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Novo Mundo;0;0;0;0.0;0.0;314;41.0;15;2;1
ObjectId(5e0e3170988f620002d01b14);5df0f157585efe000206b2ef;05/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Pinheirinho;0;0;0;0.0;0.0;314;12.0;20;2;1
ObjectId(5e0e31d5988f620002d01b40);5dc54a2c24b821000264b1e9;05/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Marechal;0;0;0;0.0;0.0;314;76.0;29;2;1
ObjectId(5e0e31d5dffb4e000288ee2b);5e0883c967dd340002954f11;05/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Santa Quitéria;0;0;0;0.0;0.0;314;253.0;22;1;1
ObjectId(5e0e3504dffb4e000288ee8f);5dd0aa510ab3830002cda43b;03/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Sítio Cercado;0;0;0;0.0;0.0;314;70.0;18;1;1
ObjectId(5e1785411269140002df26a6);5df0f157585efe000206b2ef;13/01/2020;COCA-COLA FEMSA;Max Contemporânea Atacarejo - Araucária;0;0;0;0.0;0.0;314;11.0;16;1;1
ObjectId(5e18b1e6b8731100024369c7);5df0f157585efe000206b2ef;12/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Sítio Cercado;0;0;0;0.0;0.0;314;;16;1;1
ObjectId(5e18b1f59580cc0002eb4833);5cf137b94d931d0002efb1f2;11/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Novo Mundo;0;0;0;0.0;0.0;314;111.0;20;1;1
ObjectId(5e1cccdbc9d2b90002394afe);5d1b4c5886c7bb0002d46563;15/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Champagnat;0;0;0;0.0;0.0;314;194.0;23;2;1
ObjectId(5e1f3128415e540002140673);5dccd49197f3a60002d3b030;16/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Sítio Cercado;0;0;0;0.0;0.0;314;302.0;31;2;1
ObjectId(5e20c55c1583090002ef8b3c);5d62c459c88723000225d63a;20/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;314;113.0;25;1;1
ObjectId(5e25c58c69704c0002131679);5debbb8a4a65960002111fdd;21/01/2020;COCA-COLA FEMSA;Walmart - Curitiba - Jardim das Américas;0;0;0;0.0;0.0;314;36.0;26;2;1
ObjectId(5e2b1c4c4a29cd00027843fa);5e110e1fe8ee8300022d3157;27/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Novo Mundo;0;0;0;0.0;0.0;314;236.0;29;1;1
ObjectId(5e2b1c4c4d83160002b38173);5de6a61a0fff460002c0493f;27/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;314;73.0;22;1;1
ObjectId(5e2f302a8fda2c0002b16ef9);5cc764c5e3cc6f00387529f3;29/01/2020;COCA-COLA FEMSA;Big - Curitiba - Portão;0;0;0;0.0;0.0;314;324.0;28;2;1
ObjectId(5e2f302e90902000028750dc);5e1de364d35962000264d778;01/02/2020;COCA-COLA FEMSA;Walmart - Curitiba - Jardim das Américas;0;0;0;0.0;0.0;314;211.0;14;2;1
ObjectId(5d4b93c8e9ae6c000293205d);5cebc12eb9a0660034789ef4;15/08/2019;KORIN - CÂMARA FRIA E MERCEARIA;Italo - Curitiba;0;0;13;0.0;0.0;13;12.0;4;1;1
ObjectId(5da5c291a3e4650002d20490);5d7813bd8af235000244c521;16/10/2019;P&G;Max Atacadista - Curitiba - Bairro Alto;7;15;8;0.33;0.71;21;19.0;8;1;1
ObjectId(5d32954aed65430002ff6d13);5ce94270b9a066003475629f;20/07/2019;SANTA HELENA;Max Atacadista - Campo Comprido;11;11;11;0.73;0.73;15;49.0;6;2;1
ObjectId(5d5b73ca0ae7b80002f35352);5ce92798b9a0660034752df0;20/08/2019;SANTA HELENA;Max Atacadista - São José dos Pinhais - Afonso Pena;0;0;0;0.0;0.0;15;9.0;0;1;1
ObjectId(5d6ffae269e9fc00021b82e9);5d3a2743e37c1300029e7fd2;06/09/2019;LIZER DISTRIBUIDORA;Super Boni - Alto Boqueirão;6;7;1;0.23;0.27;26;39.0;20;2;1
ObjectId(5e057af56e5c7f0002b402ed);5d7a4828d1f0070002500813;03/01/2020;LIZER DISTRIBUIDORA;Super Boni - Alto Boqueirão;16;26;16;0.62;1.0;26;32.0;10;2;1
ObjectId(5d6d6c6ee8ba1a00027c9654);5d23a36ac2632000026848f8;05/09/2019;P&G;Dalpar - Novo Mundo;6;23;23;0.18;0.68;34;40.0;16;2;1
ObjectId(5d7efe41f2fb8400029907fb);5ce92798b9a0660034752df0;23/09/2019;P&G;Max Contemporânea Atacarejo - Araucária;6;36;8;0.11;0.67;54;25.0;34;2;1
ObjectId(5d8c2d540ee8a00002cd6f34);5d3b407e2c425000027895ec;03/10/2019;P&G;Max Contemporânea Atacarejo - Araucária;0;26;0;0.0;0.48;54;122.0;59;2;1
ObjectId(5dadc7a6ce70ad0002a195db);5dadc346384f5c0002733bc0;28/10/2019;P&G;Max Contemporânea Atacarejo - Araucária;0;0;0;0.0;0.0;54;38.0;40;1;1
ObjectId(5dadc7a7ce70ad0002a195e0);5cc77920e3cc6f003875753a;23/10/2019;P&G;Max Contemporânea Atacarejo - Araucária;1;0;0;0.02;0.0;54;48.0;48;2;1
ObjectId(5db8b0d1e8b63000020e08ad);5d9f89dd18bb460002151a1f;06/11/2019;P&G;Max Contemporânea Atacarejo - Araucária;0;0;0;0.0;0.0;54;;48;1;1
ObjectId(5d67434e195e9b0002a22dd7);5d28e7901313480002c6bb94;05/09/2019;LIZER DISTRIBUIDORA;Supermercado Fuchspan;8;16;8;0.44;0.89;18;19.0;8;2;1
ObjectId(5d9567d14bc7d80002b84353);5d7d3fca6049be00028026a5;10/10/2019;LIZER DISTRIBUIDORA;Supermercado Fuchspan;9;18;9;0.5;1.0;18;43.0;8;2;1
ObjectId(5d8d7ed6eb00030002322c06);5d137415548651000251a699;04/10/2019;VINHOS TERRAUSTRAL;Condor - Ponta Grossa - Uvaranas;14;23;14;0.61;1.0;23;73.0;12;2;1
ObjectId(5d96c75663fffe0002fd9a61);5cf2d2b730c6300002c4c1a0;04/10/2019;VINHOS TERRAUSTRAL;Condor - São José dos Pinhais - Rua Joinville;10;21;10;0.43;0.91;23;26.0;8;2;1
ObjectId(5daa7fc97b58cb0002f1ae25);5da65e0250aef7000222773b;26/10/2019;VINHOS TERRAUSTRAL;Condor - Curitiba - Nilo Peçanha;0;12;0;0.0;0.52;23;26.0;10;2;1
ObjectId(5dd20597f1ca4700028e4a0a);5d1b4c5886c7bb0002d46563;19/11/2019;VINHOS TERRAUSTRAL;Condor - Araucária - BR;2;2;2;0.09;0.09;23;12.0;4;2;1
ObjectId(5dd20720f1ca4700028e4ae8);5d1b4c5886c7bb0002d46563;21/11/2019;VINHOS TERRAUSTRAL;Condor - Araucária - BR;10;18;11;0.43;0.78;23;17.0;4;2;1
ObjectId(5dddedd927fb88000202d36a);5d137415548651000251a699;04/12/2019;VINHOS TERRAUSTRAL;Condor - Ponta Grossa - Nova Rússia;9;9;9;0.39;0.39;23;20.0;8;2;1
ObjectId(5de1e25c3b143c0002810717);5d669adf3a6c7e0002b841f0;07/12/2019;VINHOS TERRAUSTRAL;Condor -  Londrina;0;23;0;0.0;1.0;23;9.0;6;2;1
ObjectId(5def115dc938410002249a4e);5d5fbce49e62520002c27190;17/12/2019;VINHOS TERRAUSTRAL;Condor - Curitiba - Torres;8;19;8;0.35;0.83;23;100.0;10;1;1
ObjectId(5df6fa5ff2701b0002dfa1b1);5de17a7a3971c80002ee6e9a;23/12/2019;VINHOS TERRAUSTRAL;Condor - Ponta Grossa - Oficinas;14;23;14;0.61;1.0;23;12.0;2;1;1
ObjectId(5df6fa6240340c0002f1e03c);5df157d019a3150002c615d7;23/12/2019;VINHOS TERRAUSTRAL;Condor - Ponta Grossa - Uvaranas;9;19;10;0.39;0.83;23;171.0;12;1;1
ObjectId(5e042977413433000251990c);5d5c97f6e512ac0002481158;02/01/2020;VINHOS TERRAUSTRAL;Condor - Curitiba - Champagnat;6;6;0;0.26;0.26;23;;13;2;1
ObjectId(5e04297aad485f0002792e6f);5df0f157585efe000206b2ef;26/12/2019;VINHOS TERRAUSTRAL;Condor - Curitiba - Torres;0;0;0;0.0;0.0;23;27.0;4;2;1
ObjectId(5e081dcf9c390b0002273e11);5df0f157585efe000206b2ef;05/01/2020;VINHOS TERRAUSTRAL;Condor - Curitiba - Nilo Peçanha;17;18;17;0.74;0.78;23;21.0;2;2;1
ObjectId(5e13fb7244fc46000299e41c);5de7a14fccd3f400029548b6;14/01/2020;VINHOS TERRAUSTRAL;Condor - Araucária - BR;8;16;9;0.35;0.7;23;26.0;8;2;1
ObjectId(5e26704fc139c30002528a9b);5d1e87b2e492330002e8a31d;28/01/2020;VINHOS TERRAUSTRAL;Condor - Curitiba - Nilo Peçanha;2;6;2;0.09;0.26;23;45.0;5;2;1
ObjectId(5e1e87570ce02a0002ebb555);5d1574b198473f0002f113bc;22/01/2020;TELEPATAS REPRESENTAÇÕES;Condor - Araucária - BR;11;33;11;0.33;1.0;33;7.0;2;1;1
ObjectId(5d8c2d4d0ee8a00002cd6f0b);5d670daad4d94b0002330e93;03/10/2019;VAPZA ALIMENTOS;Bavaresco - Paranaguá - Ouro Fino;0;10;0;0.0;1.0;10;46.0;2;1;1
ObjectId(5da001d16dda0a000206a240);5d2b478afee3f400023e27af;11/10/2019;VAPZA ALIMENTOS;Bavaresco Centro;0;0;0;0.0;0.0;10;18.0;6;2;1
ObjectId(5da001d36dda0a000206a24f);5cebc12eb9a0660034789ef4;11/10/2019;VAPZA ALIMENTOS;Rio Verde - Oliveira;11;11;11;1.0;1.0;11;;2;1;1
ObjectId(5da001d46dda0a000206a259);5cebc12eb9a0660034789ef4;11/10/2019;VAPZA ALIMENTOS;Rio Verde - Xingu;5;10;5;0.45;0.91;11;14.0;4;1;1
ObjectId(5db1176275566000026a2868);5da5f89c3778a80002097293;31/10/2019;VAPZA ALIMENTOS;Rio Verde - Veríssimo;7;10;7;0.64;0.91;11;24.0;5;1;1
ObjectId(5db11763e2452700020a975a);5da5f89c3778a80002097293;31/10/2019;VAPZA ALIMENTOS;Rio Verde - Xingu;5;11;5;0.45;1.0;11;22.0;6;2;1
ObjectId(5d9567d34bc7d80002b8435d);5cc77920e3cc6f003875753a;10/10/2019;VAPZA ALIMENTOS;TokSuper - Capão da Imbuia;0;22;0;0.0;1.0;22;17.0;6;1;1
ObjectId(5d69a3338133d3000219a592);5d28e7901313480002c6bb94;05/09/2019;TRINDADE MASSAS (CÂMARA FRIA);SuperZamp - Sítio Cercado;12;12;12;1.0;1.0;12;29.0;6;1;1
ObjectId(5e057ad2d4df8f00020e0777);5defa9ef60d09d0002e75bc8;03/01/2020;TRINDADE MASSAS (CÂMARA FRIA);Zamprogna - Fazendinha;7;7;8;0.58;0.58;12;58.0;10;2;1
ObjectId(5dc332039bc787000226ad9e);5db977134cd67d0002bba83b;10/11/2019;TRINDADE MASSAS (CÂMARA FRIA);Max Atacadista - Pinhais;0;0;0;0.0;0.0;6;15.0;8;1;1
ObjectId(5dc3320c9bc787000226adb2);5db977134cd67d0002bba83b;10/11/2019;TRINDADE MASSAS (CÂMARA FRIA);Max Atacadista - São José dos Pinhais - Afonso Pena;0;0;0;0.0;0.0;6;60.0;6;1;1
ObjectId(5dc98997a402450002c8d525);5da86820f83c3300028dd090;17/11/2019;TRINDADE MASSAS (CÂMARA FRIA);Max Atacadista - São José dos Pinhais - Afonso Pena;0;4;0;0.0;0.67;6;46.0;4;1;1
ObjectId(5e1a92cfb7ed360002a5b873);5dcd1e4497f3a60002d3bcff;19/01/2020;TRINDADE MASSAS (CÂMARA FRIA);Max Atacadista - Curitiba - Bairro Alto;0;0;0;0.0;0.0;6;13.0;9;1;1
ObjectId(5d96b94f63fffe0002fd985d);5d5fbce49e62520002c27190;11/10/2019;TRINDADE MASSAS (CÂMARA FRIA);Super Boni - Pinhais;3;7;3;0.3;0.7;10;78.0;4;1;1
ObjectId(5dabdf5161f6a10002c146c3);5ce883eab9a0660034747586;20/10/2019;TRINDADE MASSAS (CÂMARA FRIA);Super Boni - Pinhais;0;7;0;0.0;0.7;10;30.0;6;1;1
ObjectId(5d69a30bad67f2000289e2a6);5cebc12eb9a0660034789ef4;04/09/2019;TRINDADE MASSAS (CÂMARA FRIA);Mercado Santos - Santa Candida;5;19;5;0.22;0.83;23;95.0;8;2;1
ObjectId(5dd2067f74a47b0002be866c);5cee8f4cb9a066003480f049;20/11/2019;TRINDADE MASSAS (CÂMARA FRIA);Mercado Santos - Santa Candida;10;22;10;0.43;0.96;23;24.0;4;1;1
ObjectId(5d7b908574b89700023c6f9e);5ce92798b9a0660034752df0;19/09/2019;P&G;Supermercados Araucária - Curitiba - Xaxim;3;34;3;0.08;0.92;37;40.0;18;1;1
ObjectId(5da92e603fddc800023cd786);5cdb56e4b3429500346a8ec9;25/10/2019;TRINDADE MASSAS (CÂMARA FRIA);TokSuper - Capão da Imbuia;3;12;3;0.23;0.92;13;15.0;8;2;1
ObjectId(5e0eb55fc5a8720002196737);5debbb8a4a65960002111fdd;10/01/2020;TRINDADE MASSAS (CÂMARA FRIA);TokSuper - Capão da Imbuia;6;12;6;0.46;0.92;13;38.0;8;1;1
ObjectId(5dbb1a90160fda0002180a5e);5d5592f1908c800002a39c3f;01/11/2019;P&G;Mercadorama - Curitiba - General Osório;20;23;22;0.77;0.88;26;37.0;24;1;1
ObjectId(5d8595d8e05ef400025df8b8);5d88ea916a4733000286f490;28/09/2019;P&G;Big  - Foz do Iguaçu - Jardim Monjollo;31;42;39;0.22;0.3;138;130.0;46;2;1
ObjectId(5d898a4a76c4900002409125);5d557a20f880f500027c0405;01/10/2019;P&G;Big  - Foz do Iguaçu - Jardim Monjollo;63;87;72;0.46;0.63;138;229.0;82;2;1
ObjectId(5d8c2d590ee8a00002cd6f5e);5d557a20f880f500027c0405;03/10/2019;P&G;Big  - Foz do Iguaçu - Jardim Monjollo;17;27;21;0.12;0.2;138;50.0;54;1;1
ObjectId(5d8d7eddeb00030002322c3d);5d557a20f880f500027c0405;04/10/2019;P&G;Big  - Foz do Iguaçu - Jardim Monjollo;10;12;20;0.07;0.09;138;52.0;46;1;1
ObjectId(5db36428cb51280002bd2240);5d7d8911f35a310002363dc4;01/11/2019;P&G;Big - Curitiba - Xaxim;0;0;0;0.0;0.0;138;238.0;118;1;1
ObjectId(5dbc8f02980ea6000244a4f5);5d01cbc58884590002ddae37;04/11/2019;P&G;Big - Curitiba - Xaxim;39;123;46;0.28;0.89;138;137.0;50;1;1
ObjectId(5dbc8f03980ea6000244a4fa);5d01cbc58884590002ddae37;05/11/2019;P&G;Big - Curitiba - Xaxim;28;123;33;0.2;0.89;138;106.0;52;1;1
ObjectId(5dbc8f04980ea6000244a4ff);5d01cbc58884590002ddae37;06/11/2019;P&G;Big - Curitiba - Xaxim;33;126;33;0.24;0.91;138;131.0;50;2;1
ObjectId(5dbc8f065587bf0002943152);5d01cbc58884590002ddae37;07/11/2019;P&G;Big - Curitiba - Xaxim;33;115;33;0.24;0.83;138;126.0;52;1;1
ObjectId(5d8595dae05ef400025df8d1);5d88ea916a4733000286f490;28/09/2019;P&G;Max Atacadista - Foz do iguaçu - Debret;91;121;110;1.6;2.12;57;215.0;36;2;1
ObjectId(5d8c2d5a0ee8a00002cd6f63);5d557a20f880f500027c0405;03/10/2019;P&G;Max Atacadista - Foz do iguaçu - Debret;34;37;37;0.6;0.65;57;107.0;28;1;1
ObjectId(5d8282965fc55900023e6318);5ce92798b9a0660034752df0;23/09/2019;MOINHO GLOBO ALIMENTOS;Big - Curitiba - Av. Paraná;0;1;0;0.0;0.2;5;6.0;4;2;1
ObjectId(5d9aadd692c7a4000200dc1a);5d50ce4418d17300029d9b7e;14/10/2019;MOINHO GLOBO ALIMENTOS;Mercadorama - Curitiba - General Osório;0;2;0;0.0;0.4;5;40.0;11;2;1
ObjectId(5d9e2b286e234b00029c344d);5d557a20f880f500027c0405;09/10/2019;MOINHO GLOBO ALIMENTOS;Big  - Foz do Iguaçu - Jardim Monjollo;0;0;0;0.0;0.0;5;39.0;2;2;1
ObjectId(5d8e4a3490de150002633586);5d55d5b2bb4e0f0002312e00;28/09/2019;PREMISSE;Max Atacadista - Araucária;3;5;3;0.3;0.5;10;44.0;4;2;1
ObjectId(5e0034c05ce63700025a710e);5d9f89dd18bb460002151a1f;30/12/2019;PREMISSE;Max Contemporânea Atacarejo - Araucária;0;0;0;0.0;0.0;10;;0;1;1
ObjectId(5dfcca99c26c63000286510a);5d434aef4cb39500023ccdfc;21/12/2019;MANIACS BREWING;Walmart - Curitiba - Juvevê;6;9;7;0.55;0.82;11;56.0;8;1;1
ObjectId(5da7922e7a430e0002c3d2ab);5da65e0250aef7000222773b;20/10/2019;COCA-COLA FEMSA;Condor - Curitiba - São Braz;0;0;0;0.0;0.0;24;72.0;22;2;1
